state_abb,low_wage_threshold,low_wage_share,low_wage_count,state_mw,dates,obs_count
VT,17,0.1757839872476547,30000,$13.18,January 2022 through December 2022,1031
WA,17,0.13655446242579397,325000,$15.74,January 2022 through December 2022,1737
WI,17,0.23298836283666804,479000,$7.25,January 2022 through December 2022,1496
WV,17,0.3532032010855651,133000,$8.75,January 2022 through December 2022,1243
WY,17,0.2932237690517024,46000,$7.25,January 2022 through December 2022,1167
AK,18,0.20046603827040135,38000,$10.85,January 2022 through December 2022,920
AL,18,0.38086430090940887,380000,$7.25,January 2022 through December 2022,1321
AR,18,0.4052836417971268,259000,$11.00,January 2022 through December 2022,1135
AZ,18,0.28710710042599413,619000,$13.85,January 2022 through December 2022,1376
CA,18,0.22231642591231643,2244000,$15.50,January 2022 through December 2022,6878
CO,18,0.19583824128925642,352000,$13.65,January 2022 through December 2022,1280
CT,18,0.2163929918648657,216000,$14.00,January 2022 through December 2022,834
DC,18,0.10633523432897601,27000,$16.10,January 2022 through December 2022,1789
DE,18,0.2787526933879868,75000,$11.75,January 2022 through December 2022,899
FL,18,0.374904267327645,1660000,$11.00,January 2022 through December 2022,2931
GA,18,0.34042385746090664,909000,$7.25,January 2022 through December 2022,1619
HI,18,0.2954659880745484,96000,$12.00,January 2022 through December 2022,1068
IA,18,0.3211026733806027,297000,$7.25,January 2022 through December 2022,978
ID,18,0.347724863239394,201000,$7.25,January 2022 through December 2022,1646
IL,18,0.27535915173409514,1011000,$13.00,January 2022 through December 2022,2362
IN,18,0.3029953862157541,615000,$7.25,January 2022 through December 2022,1488
KS,18,0.3262699342510825,316000,$7.25,January 2022 through December 2022,1204
KY,18,0.34550473817028937,435000,$7.25,January 2022 through December 2022,974
LA,18,0.414300837965555,353000,$7.25,January 2022 through December 2022,1311
MA,18,0.17910403150948342,326000,$15.00,January 2022 through December 2022,1726
MD,18,0.19443660432715254,348000,$13.25,January 2022 through December 2022,1113
ME,18,0.28101380316578,107000,$13.80,January 2022 through December 2022,659
MI,18,0.29259999780617396,800000,$10.10,January 2022 through December 2022,1880
MN,18,0.1974479607241529,372000,$10.59,January 2022 through December 2022,1345
MO,18,0.3261499980336569,600000,$12.00,January 2022 through December 2022,1351
MS,18,0.4895384224801564,327000,$7.25,January 2022 through December 2022,1267
MT,18,0.3268165912919935,112000,$9.95,January 2022 through December 2022,1526
NC,18,0.3643702527945646,828000,$7.25,January 2022 through December 2022,1596
ND,18,0.249592295873205,68000,$7.25,January 2022 through December 2022,1644
NE,18,0.2613517725569624,177000,$10.50,January 2022 through December 2022,1293
NH,18,0.21652210622366527,108000,$7.25,January 2022 through December 2022,1318
NJ,18,0.24458195017460943,604000,$14.13,January 2022 through December 2022,1519
NM,18,0.3702095694395747,191000,$12.00,January 2022 through December 2022,1307
NV,18,0.3337653111414832,269000,$10.50,January 2022 through December 2022,1059
NY,18,0.2397692466248865,1049000,$14.20,January 2022 through December 2022,2604
OH,18,0.3106706351055324,1101000,$10.10,January 2022 through December 2022,2144
OK,18,0.43344530124308767,441000,$7.25,January 2022 through December 2022,1120
OR,18,0.20351696680307635,278000,$13.50,January 2022 through December 2022,1597
PA,18,0.2789224893153948,978000,$7.25,January 2022 through December 2022,2300
RI,18,0.20951990935853226,70000,$13.00,January 2022 through December 2022,767
SC,18,0.37307773661581084,429000,$7.25,January 2022 through December 2022,1103
SD,18,0.3107418955987036,90000,$10.80,January 2022 through December 2022,1100
TN,18,0.36689190515654513,713000,$7.25,January 2022 through December 2022,1553
TX,18,0.3294837937608089,2791000,$7.25,January 2022 through December 2022,5088
UT,18,0.2953042190774533,319000,$7.25,January 2022 through December 2022,1704
VA,18,0.2615845048176392,595000,$12.00,January 2022 through December 2022,1472
VT,18,0.20674379598101092,36000,$13.18,January 2022 through December 2022,1031
WA,18,0.17517861492438397,417000,$15.74,January 2022 through December 2022,1737
WI,18,0.26566860453322305,546000,$7.25,January 2022 through December 2022,1496
WV,18,0.39712227581419973,149000,$8.75,January 2022 through December 2022,1243
WY,18,0.34630058209618314,55000,$7.25,January 2022 through December 2022,1167
AK,19,0.23716111186126732,45000,$10.85,January 2022 through December 2022,920
AL,19,0.4238284983670924,423000,$7.25,January 2022 through December 2022,1321
AR,19,0.4505238549188406,288000,$11.00,January 2022 through December 2022,1135
AZ,19,0.3226711668128786,695000,$13.85,January 2022 through December 2022,1376
CA,19,0.2667027265075612,2692000,$15.50,January 2022 through December 2022,6878
CO,19,0.2320245439578739,417000,$13.65,January 2022 through December 2022,1280
CT,19,0.24676400464482576,246000,$14.00,January 2022 through December 2022,834
DC,19,0.12730944176182396,32000,$16.10,January 2022 through December 2022,1789
DE,19,0.31961601245601884,86000,$11.75,January 2022 through December 2022,899
FL,19,0.41111139655083334,1821000,$11.00,January 2022 through December 2022,2931
GA,19,0.38134292509279105,1018000,$7.25,January 2022 through December 2022,1619
HI,19,0.3406678325003742,111000,$12.00,January 2022 through December 2022,1068
IA,19,0.35182682176485647,326000,$7.25,January 2022 through December 2022,978
ID,19,0.3946586321602552,229000,$7.25,January 2022 through December 2022,1646
IL,19,0.31004927742030297,1138000,$13.00,January 2022 through December 2022,2362
IN,19,0.34394687091303117,698000,$7.25,January 2022 through December 2022,1488
KS,19,0.3672198913353917,356000,$7.25,January 2022 through December 2022,1204
KY,19,0.3864680835079237,486000,$7.25,January 2022 through December 2022,974
LA,19,0.4440937136923135,378000,$7.25,January 2022 through December 2022,1311
MA,19,0.21093080384964466,384000,$15.00,January 2022 through December 2022,1726
MD,19,0.22553231452498235,404000,$13.25,January 2022 through December 2022,1113
ME,19,0.3274571559367691,125000,$13.80,January 2022 through December 2022,659
MI,19,0.3351981681411131,916000,$10.10,January 2022 through December 2022,1880
MN,19,0.2485197215230422,468000,$10.59,January 2022 through December 2022,1345
MO,19,0.3694905669809135,680000,$12.00,January 2022 through December 2022,1351
MS,19,0.5267783940753513,352000,$7.25,January 2022 through December 2022,1267
MT,19,0.38284563332306176,131000,$9.95,January 2022 through December 2022,1526
NC,19,0.3945382451288391,896000,$7.25,January 2022 through December 2022,1596
ND,19,0.29420823634869375,80000,$7.25,January 2022 through December 2022,1644
NE,19,0.32419970281932947,220000,$10.50,January 2022 through December 2022,1293
NH,19,0.25259584392748496,125000,$7.25,January 2022 through December 2022,1318
NJ,19,0.2773327214430026,685000,$14.13,January 2022 through December 2022,1519
NM,19,0.4158397339974353,214000,$12.00,January 2022 through December 2022,1307
NV,19,0.38972898471700673,314000,$10.50,January 2022 through December 2022,1059
NY,19,0.2738662317915505,1199000,$14.20,January 2022 through December 2022,2604
OH,19,0.36151197857422246,1281000,$10.10,January 2022 through December 2022,2144
OK,19,0.4765511194536758,485000,$7.25,January 2022 through December 2022,1120
OR,19,0.24369513948784305,333000,$13.50,January 2022 through December 2022,1597
PA,19,0.3160285111754675,1108000,$7.25,January 2022 through December 2022,2300
RI,19,0.24013451391579185,80000,$13.00,January 2022 through December 2022,767
SC,19,0.4098825695614945,472000,$7.25,January 2022 through December 2022,1103
SD,19,0.35559696163412813,103000,$10.80,January 2022 through December 2022,1100
TN,19,0.4037980939933355,784000,$7.25,January 2022 through December 2022,1553
TX,19,0.3730750188427302,3160000,$7.25,January 2022 through December 2022,5088
UT,19,0.3439507743245156,372000,$7.25,January 2022 through December 2022,1704
VA,19,0.29411063900639095,669000,$12.00,January 2022 through December 2022,1472
VT,19,0.24199492564997885,42000,$13.18,January 2022 through December 2022,1031
WA,19,0.21973513816278398,523000,$15.74,January 2022 through December 2022,1737
WI,19,0.32066521101125334,659000,$7.25,January 2022 through December 2022,1496
WV,19,0.4381886393056732,165000,$8.75,January 2022 through December 2022,1243
WY,19,0.387323471363449,61000,$7.25,January 2022 through December 2022,1167
AK,20,0.2631954572318358,49000,$10.85,January 2022 through December 2022,920
AL,20,0.45076987875138164,450000,$7.25,January 2022 through December 2022,1321
AR,20,0.48935659873989784,313000,$11.00,January 2022 through December 2022,1135
AZ,20,0.34980934719107826,754000,$13.85,January 2022 through December 2022,1376
CA,20,0.2943641632473463,2971000,$15.50,January 2022 through December 2022,6878
CO,20,0.27074546049440307,487000,$13.65,January 2022 through December 2022,1280
CT,20,0.2743135184400308,273000,$14.00,January 2022 through December 2022,834
DC,20,0.14124049251163212,35000,$16.10,January 2022 through December 2022,1789
DE,20,0.34916532681978,94000,$11.75,January 2022 through December 2022,899
FL,20,0.441612704356716,1956000,$11.00,January 2022 through December 2022,2931
GA,20,0.41507447989534263,1108000,$7.25,January 2022 through December 2022,1619
HI,20,0.3665380194180264,120000,$12.00,January 2022 through December 2022,1068
IA,20,0.39395446525828237,365000,$7.25,January 2022 through December 2022,978
ID,20,0.4364664608102459,253000,$7.25,January 2022 through December 2022,1646
IL,20,0.336820694295352,1237000,$13.00,January 2022 through December 2022,2362
IN,20,0.37463216130817883,761000,$7.25,January 2022 through December 2022,1488
KS,20,0.3986192746827697,386000,$7.25,January 2022 through December 2022,1204
KY,20,0.4228927842713153,532000,$7.25,January 2022 through December 2022,974
LA,20,0.4789109681338934,408000,$7.25,January 2022 through December 2022,1311
MA,20,0.22991555763658286,419000,$15.00,January 2022 through December 2022,1726
MD,20,0.2423231572156918,434000,$13.25,January 2022 through December 2022,1113
ME,20,0.35405555049715925,135000,$13.80,January 2022 through December 2022,659
MI,20,0.3643861986616384,996000,$10.10,January 2022 through December 2022,1880
MN,20,0.28103837125907943,529000,$10.59,January 2022 through December 2022,1345
MO,20,0.40084460445924347,737000,$12.00,January 2022 through December 2022,1351
MS,20,0.5615781943106645,376000,$7.25,January 2022 through December 2022,1267
MT,20,0.4242303122611117,145000,$9.95,January 2022 through December 2022,1526
NC,20,0.4250379134994918,966000,$7.25,January 2022 through December 2022,1596
ND,20,0.33923603771885297,92000,$7.25,January 2022 through December 2022,1644
NE,20,0.37767402118339416,256000,$10.50,January 2022 through December 2022,1293
NH,20,0.28982420098131706,144000,$7.25,January 2022 through December 2022,1318
NJ,20,0.31096775043021674,768000,$14.13,January 2022 through December 2022,1519
NM,20,0.44584436240992414,230000,$12.00,January 2022 through December 2022,1307
NV,20,0.43734955343939186,352000,$10.50,January 2022 through December 2022,1059
NY,20,0.30396172516790915,1330000,$14.20,January 2022 through December 2022,2604
OH,20,0.3973657845642932,1408000,$10.10,January 2022 through December 2022,2144
OK,20,0.5152668085748406,524000,$7.25,January 2022 through December 2022,1120
OR,20,0.2750901049269506,376000,$13.50,January 2022 through December 2022,1597
PA,20,0.3460624036487243,1213000,$7.25,January 2022 through December 2022,2300
RI,20,0.2693378016026655,90000,$13.00,January 2022 through December 2022,767
SC,20,0.4422531349784207,509000,$7.25,January 2022 through December 2022,1103
SD,20,0.4000713340789349,116000,$10.80,January 2022 through December 2022,1100
TN,20,0.4442775743048712,863000,$7.25,January 2022 through December 2022,1553
TX,20,0.40275487386900344,3412000,$7.25,January 2022 through December 2022,5088
UT,20,0.37630295598273894,407000,$7.25,January 2022 through December 2022,1704
VA,20,0.31615282325634714,719000,$12.00,January 2022 through December 2022,1472
VT,20,0.2839317281520594,49000,$13.18,January 2022 through December 2022,1031
WA,20,0.2447529377462666,582000,$15.74,January 2022 through December 2022,1737
WI,20,0.3537039299603754,727000,$7.25,January 2022 through December 2022,1496
WV,20,0.4711522532472413,177000,$8.75,January 2022 through December 2022,1243
WY,20,0.41508997704941436,65000,$7.25,January 2022 through December 2022,1167
AK,21,0.3159994393872598,59000,$10.85,January 2022 through December 2022,920
AL,21,0.48610283310722435,485000,$7.25,January 2022 through December 2022,1321
AR,21,0.5259548035431932,337000,$11.00,January 2022 through December 2022,1135
AZ,21,0.3873689238132497,835000,$13.85,January 2022 through December 2022,1376
CA,21,0.346253653092447,3495000,$15.50,January 2022 through December 2022,6878
CO,21,0.3108278532688729,559000,$13.65,January 2022 through December 2022,1280
CT,21,0.32518224894920844,324000,$14.00,January 2022 through December 2022,834
DC,21,0.16033434970733623,40000,$16.10,January 2022 through December 2022,1789
DE,21,0.4042499762633152,109000,$11.75,January 2022 through December 2022,899
FL,21,0.48347188320629536,2141000,$11.00,January 2022 through December 2022,2931
GA,21,0.4594518856997818,1226000,$7.25,January 2022 through December 2022,1619
HI,21,0.4070902942802725,133000,$12.00,January 2022 through December 2022,1068
IA,21,0.4449644402959037,412000,$7.25,January 2022 through December 2022,978
ID,21,0.4938346030843944,286000,$7.25,January 2022 through December 2022,1646
IL,21,0.38131805585516626,1400000,$13.00,January 2022 through December 2022,2362
IN,21,0.42137266289329617,856000,$7.25,January 2022 through December 2022,1488
KS,21,0.44451708216117947,431000,$7.25,January 2022 through December 2022,1204
KY,21,0.4783117424242126,602000,$7.25,January 2022 through December 2022,974
LA,21,0.5066324297523438,431000,$7.25,January 2022 through December 2022,1311
MA,21,0.26899894500916743,490000,$15.00,January 2022 through December 2022,1726
MD,21,0.26963085979789736,482000,$13.25,January 2022 through December 2022,1113
ME,21,0.4137870565731598,158000,$13.80,January 2022 through December 2022,659
MI,21,0.41098848778239994,1123000,$10.10,January 2022 through December 2022,1880
MN,21,0.33460415948130273,630000,$10.59,January 2022 through December 2022,1345
MO,21,0.4436438796563632,816000,$12.00,January 2022 through December 2022,1351
MS,21,0.6017502329325722,403000,$7.25,January 2022 through December 2022,1267
MT,21,0.464192229650654,158000,$9.95,January 2022 through December 2022,1526
NC,21,0.4704343308398857,1069000,$7.25,January 2022 through December 2022,1596
ND,21,0.3958285608674693,107000,$7.25,January 2022 through December 2022,1644
NE,21,0.4175314507150176,283000,$10.50,January 2022 through December 2022,1293
NH,21,0.3386003752515222,168000,$7.25,January 2022 through December 2022,1318
NJ,21,0.3480346174684149,860000,$14.13,January 2022 through December 2022,1519
NM,21,0.4838937092486683,250000,$12.00,January 2022 through December 2022,1307
NV,21,0.4957752456232154,399000,$10.50,January 2022 through December 2022,1059
NY,21,0.3406079975202335,1491000,$14.20,January 2022 through December 2022,2604
OH,21,0.44397822323681263,1573000,$10.10,January 2022 through December 2022,2144
OK,21,0.5671064630120116,577000,$7.25,January 2022 through December 2022,1120
OR,21,0.31885145643562035,436000,$13.50,January 2022 through December 2022,1597
PA,21,0.3929585002291812,1377000,$7.25,January 2022 through December 2022,2300
RI,21,0.3123869361141944,104000,$13.00,January 2022 through December 2022,767
SC,21,0.4989336148576119,574000,$7.25,January 2022 through December 2022,1103
SD,21,0.4559779846752481,132000,$10.80,January 2022 through December 2022,1100
TN,21,0.4841805569215808,940000,$7.25,January 2022 through December 2022,1553
TX,21,0.4475055917014807,3791000,$7.25,January 2022 through December 2022,5088
UT,21,0.4175048141727922,451000,$7.25,January 2022 through December 2022,1704
VA,21,0.35241097083748624,801000,$12.00,January 2022 through December 2022,1472
VT,21,0.35461895833331963,61000,$13.18,January 2022 through December 2022,1031
WA,21,0.2978555173363796,709000,$15.74,January 2022 through December 2022,1737
WI,21,0.4089706585360672,840000,$7.25,January 2022 through December 2022,1496
WV,21,0.5137083983627143,193000,$8.75,January 2022 through December 2022,1243
WY,21,0.46094356288355315,73000,$7.25,January 2022 through December 2022,1167
AK,22,0.3470662778455772,65000,$10.85,January 2022 through December 2022,920
AL,22,0.5241141706911691,523000,$7.25,January 2022 through December 2022,1321
AR,22,0.5569827088535332,357000,$11.00,January 2022 through December 2022,1135
AZ,22,0.4206482624162533,907000,$13.85,January 2022 through December 2022,1376
CA,22,0.3714788235834429,3750000,$15.50,January 2022 through December 2022,6878
CO,22,0.34678208608562033,623000,$13.65,January 2022 through December 2022,1280
CT,22,0.34661837666865214,345000,$14.00,January 2022 through December 2022,834
DC,22,0.17637846084189512,44000,$16.10,January 2022 through December 2022,1789
DE,22,0.4359305502474964,118000,$11.75,January 2022 through December 2022,899
FL,22,0.5166434362609745,2288000,$11.00,January 2022 through December 2022,2931
GA,22,0.48466269397991685,1294000,$7.25,January 2022 through December 2022,1619
HI,22,0.4423685610416137,144000,$12.00,January 2022 through December 2022,1068
IA,22,0.48939371246779595,453000,$7.25,January 2022 through December 2022,978
ID,22,0.5236857044927116,303000,$7.25,January 2022 through December 2022,1646
IL,22,0.4048973111627825,1487000,$13.00,January 2022 through December 2022,2362
IN,22,0.45150004285282885,917000,$7.25,January 2022 through December 2022,1488
KS,22,0.4682540023650754,454000,$7.25,January 2022 through December 2022,1204
KY,22,0.5145710531110542,648000,$7.25,January 2022 through December 2022,974
LA,22,0.5323329103024301,453000,$7.25,January 2022 through December 2022,1311
MA,22,0.29252209102732735,533000,$15.00,January 2022 through December 2022,1726
MD,22,0.3009517939369136,538000,$13.25,January 2022 through December 2022,1113
ME,22,0.4567269571678168,175000,$13.80,January 2022 through December 2022,659
MI,22,0.43615663869709737,1192000,$10.10,January 2022 through December 2022,1880
MN,22,0.3664401232640644,690000,$10.59,January 2022 through December 2022,1345
MO,22,0.4789680884451691,881000,$12.00,January 2022 through December 2022,1351
MS,22,0.6407008518583406,429000,$7.25,January 2022 through December 2022,1267
MT,22,0.48473895034209763,165000,$9.95,January 2022 through December 2022,1526
NC,22,0.4907631305847767,1115000,$7.25,January 2022 through December 2022,1596
ND,22,0.4325859426197463,117000,$7.25,January 2022 through December 2022,1644
NE,22,0.4547335079740051,308000,$10.50,January 2022 through December 2022,1293
NH,22,0.3586189139400619,178000,$7.25,January 2022 through December 2022,1318
NJ,22,0.3658918161045119,904000,$14.13,January 2022 through December 2022,1519
NM,22,0.506057528302786,261000,$12.00,January 2022 through December 2022,1307
NV,22,0.5386333701305068,433000,$10.50,January 2022 through December 2022,1059
NY,22,0.36135487198509486,1582000,$14.20,January 2022 through December 2022,2604
OH,22,0.47538451818953126,1685000,$10.10,January 2022 through December 2022,2144
OK,22,0.5949569345181528,605000,$7.25,January 2022 through December 2022,1120
OR,22,0.349279995163496,477000,$13.50,January 2022 through December 2022,1597
PA,22,0.42415637030658865,1487000,$7.25,January 2022 through December 2022,2300
RI,22,0.3409134489235085,114000,$13.00,January 2022 through December 2022,767
SC,22,0.5345694750197838,615000,$7.25,January 2022 through December 2022,1103
SD,22,0.4949231448822229,143000,$10.80,January 2022 through December 2022,1100
TN,22,0.5112749713234785,993000,$7.25,January 2022 through December 2022,1553
TX,22,0.4696496344574397,3978000,$7.25,January 2022 through December 2022,5088
UT,22,0.4512745327007066,488000,$7.25,January 2022 through December 2022,1704
VA,22,0.3735883817789343,849000,$12.00,January 2022 through December 2022,1472
VT,22,0.38834711450124504,67000,$13.18,January 2022 through December 2022,1031
WA,22,0.3228910712036919,768000,$15.74,January 2022 through December 2022,1737
WI,22,0.4380761025950421,900000,$7.25,January 2022 through December 2022,1496
WV,22,0.556366772427709,209000,$8.75,January 2022 through December 2022,1243
WY,22,0.491819635915945,78000,$7.25,January 2022 through December 2022,1167
AK,23,0.37723890716652736,71000,$10.85,January 2022 through December 2022,920
AL,23,0.5484296245884615,548000,$7.25,January 2022 through December 2022,1321
AR,23,0.5928171361840534,380000,$11.00,January 2022 through December 2022,1135
AZ,23,0.4499120929230909,970000,$13.85,January 2022 through December 2022,1376
CA,23,0.39602979435333147,3998000,$15.50,January 2022 through December 2022,6878
CO,23,0.37533547322628014,675000,$13.65,January 2022 through December 2022,1280
CT,23,0.3677625279052535,366000,$14.00,January 2022 through December 2022,834
DC,23,0.18505665532669377,46000,$16.10,January 2022 through December 2022,1789
DE,23,0.4663943027453834,126000,$11.75,January 2022 through December 2022,899
FL,23,0.5359478801629721,2374000,$11.00,January 2022 through December 2022,2931
GA,23,0.5103423751139546,1362000,$7.25,January 2022 through December 2022,1619
HI,23,0.46796605136879543,153000,$12.00,January 2022 through December 2022,1068
IA,23,0.5201058613637142,481000,$7.25,January 2022 through December 2022,978
ID,23,0.548943350473803,318000,$7.25,January 2022 through December 2022,1646
IL,23,0.4270084667454807,1568000,$13.00,January 2022 through December 2022,2362
IN,23,0.4822900225756897,979000,$7.25,January 2022 through December 2022,1488
KS,23,0.5006479442663472,485000,$7.25,January 2022 through December 2022,1204
KY,23,0.5487693852363364,691000,$7.25,January 2022 through December 2022,974
LA,23,0.555112660938285,472000,$7.25,January 2022 through December 2022,1311
MA,23,0.31848141525173407,580000,$15.00,January 2022 through December 2022,1726
MD,23,0.323599121632597,579000,$13.25,January 2022 through December 2022,1113
ME,23,0.487076118450099,186000,$13.80,January 2022 through December 2022,659
MI,23,0.46734029808842037,1277000,$10.10,January 2022 through December 2022,1880
MN,23,0.398510986065245,750000,$10.59,January 2022 through December 2022,1345
MO,23,0.5118501012139933,941000,$12.00,January 2022 through December 2022,1351
MS,23,0.6672060869070487,446000,$7.25,January 2022 through December 2022,1267
MT,23,0.5129073565073905,175000,$9.95,January 2022 through December 2022,1526
NC,23,0.5209342122766756,1184000,$7.25,January 2022 through December 2022,1596
ND,23,0.4669330250853453,127000,$7.25,January 2022 through December 2022,1644
NE,23,0.49081894589319924,332000,$10.50,January 2022 through December 2022,1293
NH,23,0.38770021467606786,193000,$7.25,January 2022 through December 2022,1318
NJ,23,0.38466423871893995,950000,$14.13,January 2022 through December 2022,1519
NM,23,0.5292912017764106,273000,$12.00,January 2022 through December 2022,1307
NV,23,0.5659468007486349,455000,$10.50,January 2022 through December 2022,1059
NY,23,0.3863521807776841,1691000,$14.20,January 2022 through December 2022,2604
OH,23,0.5055223663750983,1791000,$10.10,January 2022 through December 2022,2144
OK,23,0.6216660286567589,632000,$7.25,January 2022 through December 2022,1120
OR,23,0.36921643625559925,505000,$13.50,January 2022 through December 2022,1597
PA,23,0.4448477637797617,1559000,$7.25,January 2022 through December 2022,2300
RI,23,0.36943717221215827,123000,$13.00,January 2022 through December 2022,767
SC,23,0.5651039788649791,650000,$7.25,January 2022 through December 2022,1103
SD,23,0.5233477455136049,151000,$10.80,January 2022 through December 2022,1100
TN,23,0.543368339599075,1055000,$7.25,January 2022 through December 2022,1553
TX,23,0.4946023177299689,4190000,$7.25,January 2022 through December 2022,5088
UT,23,0.4731592603695641,511000,$7.25,January 2022 through December 2022,1704
VA,23,0.390679404656062,888000,$12.00,January 2022 through December 2022,1472
VT,23,0.423857593399046,73000,$13.18,January 2022 through December 2022,1031
WA,23,0.3491451912746617,831000,$15.74,January 2022 through December 2022,1737
WI,23,0.4712419603947397,968000,$7.25,January 2022 through December 2022,1496
WV,23,0.5841475990473819,220000,$8.75,January 2022 through December 2022,1243
WY,23,0.5173983953452792,82000,$7.25,January 2022 through December 2022,1167
AK,24,0.40253585957601096,76000,$10.85,January 2022 through December 2022,920
AL,24,0.571340043604839,571000,$7.25,January 2022 through December 2022,1321
AR,24,0.6117549752649919,392000,$11.00,January 2022 through December 2022,1135
AZ,24,0.47817961068223513,1031000,$13.85,January 2022 through December 2022,1376
CA,24,0.4184115835165956,4224000,$15.50,January 2022 through December 2022,6878
CO,24,0.40726273757534753,732000,$13.65,January 2022 through December 2022,1280
CT,24,0.38909715541821743,388000,$14.00,January 2022 through December 2022,834
DC,24,0.19657472372205742,49000,$16.10,January 2022 through December 2022,1789
DE,24,0.49166528132204024,133000,$11.75,January 2022 through December 2022,899
FL,24,0.5586200063992431,2474000,$11.00,January 2022 through December 2022,2931
GA,24,0.5302443227563736,1415000,$7.25,January 2022 through December 2022,1619
HI,24,0.4871319782797243,159000,$12.00,January 2022 through December 2022,1068
IA,24,0.5602092707776438,519000,$7.25,January 2022 through December 2022,978
ID,24,0.5775225049944201,334000,$7.25,January 2022 through December 2022,1646
IL,24,0.4534551136478878,1665000,$13.00,January 2022 through December 2022,2362
IN,24,0.5054692242040307,1026000,$7.25,January 2022 through December 2022,1488
KS,24,0.5249607891415012,509000,$7.25,January 2022 through December 2022,1204
KY,24,0.5707670929151993,718000,$7.25,January 2022 through December 2022,974
LA,24,0.5824729688194409,496000,$7.25,January 2022 through December 2022,1311
MA,24,0.3346091575766601,609000,$15.00,January 2022 through December 2022,1726
MD,24,0.3455650452154358,618000,$13.25,January 2022 through December 2022,1113
ME,24,0.5257904988962042,201000,$13.80,January 2022 through December 2022,659
MI,24,0.4866911503218454,1330000,$10.10,January 2022 through December 2022,1880
MN,24,0.4248735598075822,800000,$10.59,January 2022 through December 2022,1345
MO,24,0.5416331307484203,996000,$12.00,January 2022 through December 2022,1351
MS,24,0.6940086311844093,464000,$7.25,January 2022 through December 2022,1267
MT,24,0.542444530855914,185000,$9.95,January 2022 through December 2022,1526
NC,24,0.5388227567269656,1224000,$7.25,January 2022 through December 2022,1596
ND,24,0.5035329244881802,137000,$7.25,January 2022 through December 2022,1644
NE,24,0.5209950031366014,353000,$10.50,January 2022 through December 2022,1293
NH,24,0.40560903780842655,202000,$7.25,January 2022 through December 2022,1318
NJ,24,0.39748629224735754,982000,$14.13,January 2022 through December 2022,1519
NM,24,0.541986025629819,280000,$12.00,January 2022 through December 2022,1307
NV,24,0.5890772233634838,474000,$10.50,January 2022 through December 2022,1059
NY,24,0.4034946750307347,1766000,$14.20,January 2022 through December 2022,2604
OH,24,0.5328776000215569,1888000,$10.10,January 2022 through December 2022,2144
OK,24,0.6479674501908761,659000,$7.25,January 2022 through December 2022,1120
OR,24,0.4050038620845847,554000,$13.50,January 2022 through December 2022,1597
PA,24,0.46562191440214656,1632000,$7.25,January 2022 through December 2022,2300
RI,24,0.4024225622287038,134000,$13.00,January 2022 through December 2022,767
SC,24,0.5924990778546159,682000,$7.25,January 2022 through December 2022,1103
SD,24,0.5480435990321709,159000,$10.80,January 2022 through December 2022,1100
TN,24,0.5699581335883329,1107000,$7.25,January 2022 through December 2022,1553
TX,24,0.5181443820059495,4389000,$7.25,January 2022 through December 2022,5088
UT,24,0.4958365201007873,536000,$7.25,January 2022 through December 2022,1704
VA,24,0.4046833277269772,920000,$12.00,January 2022 through December 2022,1472
VT,24,0.4566260389396479,79000,$13.18,January 2022 through December 2022,1031
WA,24,0.37316371323877556,888000,$15.74,January 2022 through December 2022,1737
WI,24,0.49706778345605274,1021000,$7.25,January 2022 through December 2022,1496
WV,24,0.6056720550261477,228000,$8.75,January 2022 through December 2022,1243
WY,24,0.5495356558718214,87000,$7.25,January 2022 through December 2022,1167
AK,25,0.4261229831656397,80000,$10.85,January 2022 through December 2022,920
AL,25,0.6009154761594941,600000,$7.25,January 2022 through December 2022,1321
AR,25,0.6465526284334572,414000,$11.00,January 2022 through December 2022,1135
AZ,25,0.5085253673935864,1096000,$13.85,January 2022 through December 2022,1376
CA,25,0.4366848294945765,4408000,$15.50,January 2022 through December 2022,6878
CO,25,0.4354639321271171,783000,$13.65,January 2022 through December 2022,1280
CT,25,0.411353476966931,410000,$14.00,January 2022 through December 2022,834
DC,25,0.21653186924577889,54000,$16.10,January 2022 through December 2022,1789
DE,25,0.5172670251966157,140000,$11.75,January 2022 through December 2022,899
FL,25,0.5849298417550909,2591000,$11.00,January 2022 through December 2022,2931
GA,25,0.5506988178478173,1470000,$7.25,January 2022 through December 2022,1619
HI,25,0.5196095140773677,169000,$12.00,January 2022 through December 2022,1068
IA,25,0.5895918482403988,546000,$7.25,January 2022 through December 2022,978
ID,25,0.6038686045725677,350000,$7.25,January 2022 through December 2022,1646
IL,25,0.475472133506159,1746000,$13.00,January 2022 through December 2022,2362
IN,25,0.5348773745176221,1086000,$7.25,January 2022 through December 2022,1488
KS,25,0.5629283039669942,546000,$7.25,January 2022 through December 2022,1204
KY,25,0.5998557793685694,755000,$7.25,January 2022 through December 2022,974
LA,25,0.5975703094633009,509000,$7.25,January 2022 through December 2022,1311
MA,25,0.36041520624824835,656000,$15.00,January 2022 through December 2022,1726
MD,25,0.3717212004449674,665000,$13.25,January 2022 through December 2022,1113
ME,25,0.5518255845234057,211000,$13.80,January 2022 through December 2022,659
MI,25,0.5091926472603727,1392000,$10.10,January 2022 through December 2022,1880
MN,25,0.45011957124908664,847000,$10.59,January 2022 through December 2022,1345
MO,25,0.5692065010012589,1047000,$12.00,January 2022 through December 2022,1351
