CPI Value,Notes,US,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,
341.9,Oct-28,$7.25,$15.31,$7.25,$11.00,$15.65,$17.70,$15.80,$17.44,$19.10,$15.00,$15.30,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.60,$14.97,$11.87,$15.60,$7.25,$11.30,$7.25,$7.25,$15.60,$7.25,$16.52,$12.00,$12.00,$16.68,$11.45,$7.25,$16.20,$7.25,$15.00,$7.25,$12.25,$7.25,$7.25,$7.25,$13.21,$14.94,$17.77,$7.25,$8.75,$7.25,
341.9,Nov-28,$7.25,$15.31,$7.25,$11.00,$15.65,$17.70,$15.80,$17.44,$19.10,$15.00,$15.30,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.60,$14.97,$11.87,$15.60,$7.25,$11.30,$7.25,$7.25,$15.60,$7.25,$16.52,$12.00,$12.00,$16.68,$11.45,$7.25,$16.20,$7.25,$15.00,$7.25,$12.25,$7.25,$7.25,$7.25,$13.21,$14.94,$17.77,$7.25,$8.75,$7.25,
341.9,Dec-28,$7.25,$15.31,$7.25,$11.00,$15.65,$17.70,$15.80,$17.44,$19.10,$15.00,$15.30,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.60,$14.97,$11.87,$15.60,$7.25,$11.30,$7.25,$7.25,$15.60,$7.25,$16.52,$12.00,$12.00,$16.68,$11.45,$7.25,$16.20,$7.25,$15.00,$7.25,$12.25,$7.25,$7.25,$7.25,$13.21,$14.94,$17.77,$7.25,$8.75,$7.25,
349.6,Jan-29,$7.25,$15.64,$7.25,$11.00,$16.00,$18.10,$16.14,$17.82,$19.10,$15.00,$15.65,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.95,$14.97,$12.13,$15.95,$7.25,$11.55,$7.25,$7.25,$15.95,$7.25,$16.88,$12.00,$12.00,$17.04,$11.70,$7.25,$16.20,$7.25,$15.00,$7.25,$12.50,$7.25,$7.25,$7.25,$13.50,$15.27,$18.16,$7.25,$8.75,$7.25,
349.6,Feb-29,$7.25,$15.64,$7.25,$11.00,$16.00,$18.10,$16.14,$17.82,$19.10,$15.00,$15.65,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.95,$15.31,$12.13,$15.95,$7.25,$11.55,$7.25,$7.25,$15.95,$7.25,$16.88,$12.00,$12.00,$17.04,$11.70,$7.25,$16.20,$7.25,$15.00,$7.25,$12.50,$7.25,$7.25,$7.25,$13.50,$15.27,$18.16,$7.25,$8.75,$7.25,
349.6,Mar-29,$7.25,$15.64,$7.25,$11.00,$16.00,$18.10,$16.14,$17.82,$19.10,$15.00,$15.65,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.95,$15.31,$12.13,$15.95,$7.25,$11.55,$7.25,$7.25,$15.95,$7.25,$16.88,$12.00,$12.00,$17.04,$11.70,$7.25,$16.20,$7.25,$15.00,$7.25,$12.50,$7.25,$7.25,$7.25,$13.50,$15.27,$18.16,$7.25,$8.75,$7.25,
349.6,Apr-29,$7.25,$15.64,$7.25,$11.00,$16.00,$18.10,$16.14,$17.82,$19.10,$15.00,$15.65,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.95,$15.31,$12.13,$15.95,$7.25,$11.55,$7.25,$7.25,$15.95,$7.25,$16.88,$12.00,$12.00,$17.04,$11.70,$7.25,$16.20,$7.25,$15.00,$7.25,$12.50,$7.25,$7.25,$7.25,$13.50,$15.27,$18.16,$7.25,$8.75,$7.25,
349.6,May-29,$7.25,$15.64,$7.25,$11.00,$16.00,$18.10,$16.14,$17.82,$19.10,$15.00,$15.65,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.95,$15.31,$12.13,$15.95,$7.25,$11.55,$7.25,$7.25,$15.95,$7.25,$16.88,$12.00,$12.00,$17.04,$11.70,$7.25,$16.20,$7.25,$15.00,$7.25,$12.50,$7.25,$7.25,$7.25,$13.50,$15.27,$18.16,$7.25,$8.75,$7.25,
349.6,Jun-29,$7.25,$15.64,$7.25,$11.00,$16.00,$18.10,$16.14,$17.82,$19.10,$15.00,$15.65,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.95,$15.31,$12.13,$15.95,$7.25,$11.55,$7.25,$7.25,$15.95,$7.25,$16.88,$12.00,$12.00,$17.04,$11.70,$7.25,$16.20,$7.25,$15.00,$7.25,$12.50,$7.25,$7.25,$7.25,$13.50,$15.27,$18.16,$7.25,$8.75,$7.25,
349.6,Jul-29,$7.25,$15.64,$7.25,$11.00,$16.00,$18.10,$16.14,$17.82,$19.55,$15.00,$15.65,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.95,$15.31,$12.13,$15.95,$7.25,$11.55,$7.25,$7.25,$15.95,$7.25,$16.88,$12.00,$12.00,$17.04,$11.70,$7.25,$16.55,$7.25,$15.00,$7.25,$12.50,$7.25,$7.25,$7.25,$13.50,$15.27,$18.16,$7.25,$8.75,$7.25,
349.6,Aug-29,$7.25,$15.64,$7.25,$11.00,$16.00,$18.10,$16.14,$17.82,$19.55,$15.00,$15.65,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.95,$15.31,$12.13,$15.95,$7.25,$11.55,$7.25,$7.25,$15.95,$7.25,$16.88,$12.00,$12.00,$17.04,$11.70,$7.25,$16.55,$7.25,$15.00,$7.25,$12.50,$7.25,$7.25,$7.25,$13.50,$15.27,$18.16,$7.25,$8.75,$7.25,
349.6,Sep-29,$7.25,$15.64,$7.25,$11.00,$16.00,$18.10,$16.14,$17.82,$19.55,$15.00,$15.65,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.95,$15.31,$12.13,$15.95,$7.25,$11.55,$7.25,$7.25,$15.95,$7.25,$16.88,$12.00,$12.00,$17.04,$11.70,$7.25,$16.55,$7.25,$15.00,$7.25,$12.50,$7.25,$7.25,$7.25,$13.50,$15.27,$18.16,$7.25,$8.75,$7.25,
349.6,Oct-29,$7.25,$15.64,$7.25,$11.00,$16.00,$18.10,$16.14,$17.82,$19.55,$15.00,$15.65,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.95,$15.31,$12.13,$15.95,$7.25,$11.55,$7.25,$7.25,$15.95,$7.25,$16.88,$12.00,$12.00,$17.04,$11.70,$7.25,$16.55,$7.25,$15.00,$7.25,$12.50,$7.25,$7.25,$7.25,$13.50,$15.27,$18.16,$7.25,$8.75,$7.25,
349.6,Nov-29,$7.25,$15.64,$7.25,$11.00,$16.00,$18.10,$16.14,$17.82,$19.55,$15.00,$15.65,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.95,$15.31,$12.13,$15.95,$7.25,$11.55,$7.25,$7.25,$15.95,$7.25,$16.88,$12.00,$12.00,$17.04,$11.70,$7.25,$16.55,$7.25,$15.00,$7.25,$12.50,$7.25,$7.25,$7.25,$13.50,$15.27,$18.16,$7.25,$8.75,$7.25,
349.6,Dec-29,$7.25,$15.64,$7.25,$11.00,$16.00,$18.10,$16.14,$17.82,$19.55,$15.00,$15.65,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.95,$15.31,$12.13,$15.95,$7.25,$11.55,$7.25,$7.25,$15.95,$7.25,$16.88,$12.00,$12.00,$17.04,$11.70,$7.25,$16.55,$7.25,$15.00,$7.25,$12.50,$7.25,$7.25,$7.25,$13.50,$15.27,$18.16,$7.25,$8.75,$7.25,
357.6,Jan-30,$7.25,$16.00,$7.25,$11.00,$16.35,$18.50,$16.51,$18.22,$19.55,$15.00,$16.00,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$16.30,$15.31,$12.40,$16.30,$7.25,$11.80,$7.25,$7.25,$16.30,$7.25,$17.26,$12.00,$12.00,$17.43,$11.95,$7.25,$16.55,$7.25,$15.00,$7.25,$12.80,$7.25,$7.25,$7.25,$13.81,$15.61,$18.57,$7.25,$8.75,$7.25,
357.6,Feb-30,$7.25,$16.00,$7.25,$11.00,$16.35,$18.50,$16.51,$18.22,$19.55,$15.00,$16.00,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$16.30,$15.65,$12.40,$16.30,$7.25,$11.80,$7.25,$7.25,$16.30,$7.25,$17.26,$12.00,$12.00,$17.43,$11.95,$7.25,$16.55,$7.25,$15.00,$7.25,$12.80,$7.25,$7.25,$7.25,$13.81,$15.61,$18.57,$7.25,$8.75,$7.25,
357.6,Mar-30,$7.25,$16.00,$7.25,$11.00,$16.35,$18.50,$16.51,$18.22,$19.55,$15.00,$16.00,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$16.30,$15.65,$12.40,$16.30,$7.25,$11.80,$7.25,$7.25,$16.30,$7.25,$17.26,$12.00,$12.00,$17.43,$11.95,$7.25,$16.55,$7.25,$15.00,$7.25,$12.80,$7.25,$7.25,$7.25,$13.81,$15.61,$18.57,$7.25,$8.75,$7.25,
357.6,Apr-30,$7.25,$16.00,$7.25,$11.00,$16.35,$18.50,$16.51,$18.22,$19.55,$15.00,$16.00,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$16.30,$15.65,$12.40,$16.30,$7.25,$11.80,$7.25,$7.25,$16.30,$7.25,$17.26,$12.00,$12.00,$17.43,$11.95,$7.25,$16.55,$7.25,$15.00,$7.25,$12.80,$7.25,$7.25,$7.25,$13.81,$15.61,$18.57,$7.25,$8.75,$7.25,
357.6,May-30,$7.25,$16.00,$7.25,$11.00,$16.35,$18.50,$16.51,$18.22,$19.55,$15.00,$16.00,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$16.30,$15.65,$12.40,$16.30,$7.25,$11.80,$7.25,$7.25,$16.30,$7.25,$17.26,$12.00,$12.00,$17.43,$11.95,$7.25,$16.55,$7.25,$15.00,$7.25,$12.80,$7.25,$7.25,$7.25,$13.81,$15.61,$18.57,$7.25,$8.75,$7.25,
357.6,Jun-30,$7.25,$16.00,$7.25,$11.00,$16.35,$18.50,$16.51,$18.22,$19.55,$15.00,$16.00,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$16.30,$15.65,$12.40,$16.30,$7.25,$11.80,$7.25,$7.25,$16.30,$7.25,$17.26,$12.00,$12.00,$17.43,$11.95,$7.25,$16.55,$7.25,$15.00,$7.25,$12.80,$7.25,$7.25,$7.25,$13.81,$15.61,$18.57,$7.25,$8.75,$7.25,
357.6,Jul-30,$7.25,$16.00,$7.25,$11.00,$16.35,$18.50,$16.51,$18.22,$20.00,$15.00,$16.00,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$16.30,$15.65,$12.40,$16.30,$7.25,$11.80,$7.25,$7.25,$16.30,$7.25,$17.26,$12.00,$12.00,$17.43,$11.95,$7.25,$16.90,$7.25,$15.00,$7.25,$12.80,$7.25,$7.25,$7.25,$13.81,$15.61,$18.57,$7.25,$8.75,$7.25,
357.6,Aug-30,$7.25,$16.00,$7.25,$11.00,$16.35,$18.50,$16.51,$18.22,$20.00,$15.00,$16.00,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$16.30,$15.65,$12.40,$16.30,$7.25,$11.80,$7.25,$7.25,$16.30,$7.25,$17.26,$12.00,$12.00,$17.43,$11.95,$7.25,$16.90,$7.25,$15.00,$7.25,$12.80,$7.25,$7.25,$7.25,$13.81,$15.61,$18.57,$7.25,$8.75,$7.25,
357.6,Sep-30,$7.25,$16.00,$7.25,$11.00,$16.35,$18.50,$16.51,$18.22,$20.00,$15.00,$16.00,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$16.30,$15.65,$12.40,$16.30,$7.25,$11.80,$7.25,$7.25,$16.30,$7.25,$17.26,$12.00,$12.00,$17.43,$11.95,$7.25,$16.90,$7.25,$15.00,$7.25,$12.80,$7.25,$7.25,$7.25,$13.81,$15.61,$18.57,$7.25,$8.75,$7.25,
357.6,Oct-30,$7.25,$16.00,$7.25,$11.00,$16.35,$18.50,$16.51,$18.22,$20.00,$15.00,$16.00,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$16.30,$15.65,$12.40,$16.30,$7.25,$11.80,$7.25,$7.25,$16.30,$7.25,$17.26,$12.00,$12.00,$17.43,$11.95,$7.25,$16.90,$7.25,$15.00,$7.25,$12.80,$7.25,$7.25,$7.25,$13.81,$15.61,$18.57,$7.25,$8.75,$7.25,
357.6,Nov-30,$7.25,$16.00,$7.25,$11.00,$16.35,$18.50,$16.51,$18.22,$20.00,$15.00,$16.00,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$16.30,$15.65,$12.40,$16.30,$7.25,$11.80,$7.25,$7.25,$16.30,$7.25,$17.26,$12.00,$12.00,$17.43,$11.95,$7.25,$16.90,$7.25,$15.00,$7.25,$12.80,$7.25,$7.25,$7.25,$13.81,$15.61,$18.57,$7.25,$8.75,$7.25,
357.6,Dec-30,$7.25,$16.00,$7.25,$11.00,$16.35,$18.50,$16.51,$18.22,$20.00,$15.00,$16.00,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$16.30,$15.65,$12.40,$16.30,$7.25,$11.80,$7.25,$7.25,$16.30,$7.25,$17.26,$12.00,$12.00,$17.43,$11.95,$7.25,$16.90,$7.25,$15.00,$7.25,$12.80,$7.25,$7.25,$7.25,$13.81,$15.61,$18.57,$7.25,$8.75,$7.25,
365.7,Jan-31,$7.25,$16.36,$7.25,$11.00,$16.70,$18.90,$16.88,$18.64,$20.00,$15.00,$16.35,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$16.65,$15.65,$12.69,$16.65,$7.25,$12.05,$7.25,$7.25,$16.65,$7.25,$17.66,$12.00,$12.00,$17.82,$12.20,$7.25,$16.90,$7.25,$15.00,$7.25,$13.10,$7.25,$7.25,$7.25,$14.12,$15.97,$18.99,$7.25,$8.75,$7.25,
365.7,Feb-31,$7.25,$16.36,$7.25,$11.00,$16.70,$18.90,$16.88,$18.64,$20.00,$15.00,$16.35,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$16.65,$16.01,$12.69,$16.65,$7.25,$12.05,$7.25,$7.25,$16.30,$7.25,$17.66,$12.00,$12.00,$17.82,$12.20,$7.25,$16.90,$7.25,$15.00,$7.25,$13.10,$7.25,$7.25,$7.25,$14.12,$15.97,$18.99,$7.25,$8.75,$7.25,
365.7,Mar-31,$7.25,$16.36,$7.25,$11.00,$16.70,$18.90,$16.88,$18.64,$20.00,$15.00,$16.35,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$16.65,$16.01,$12.69,$16.65,$7.25,$12.05,$7.25,$7.25,$16.30,$7.25,$17.66,$12.00,$12.00,$17.82,$12.20,$7.25,$16.90,$7.25,$15.00,$7.25,$13.10,$7.25,$7.25,$7.25,$14.12,$15.97,$18.99,$7.25,$8.75,$7.25,
365.7,Apr-31,$7.25,$16.36,$7.25,$11.00,$16.70,$18.90,$16.88,$18.64,$20.00,$15.00,$16.35,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$16.65,$16.01,$12.69,$16.65,$7.25,$12.05,$7.25,$7.25,$16.30,$7.25,$17.66,$12.00,$12.00,$17.82,$12.20,$7.25,$16.90,$7.25,$15.00,$7.25,$13.10,$7.25,$7.25,$7.25,$14.12,$15.97,$18.99,$7.25,$8.75,$7.25,
365.7,May-31,$7.25,$16.36,$7.25,$11.00,$16.70,$18.90,$16.88,$18.64,$20.00,$15.00,$16.35,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$16.65,$16.01,$12.69,$16.65,$7.25,$12.05,$7.25,$7.25,$16.30,$7.25,$17.66,$12.00,$12.00,$17.82,$12.20,$7.25,$16.90,$7.25,$15.00,$7.25,$13.10,$7.25,$7.25,$7.25,$14.12,$15.97,$18.99,$7.25,$8.75,$7.25,
365.7,Jun-31,$7.25,$16.36,$7.25,$11.00,$16.70,$18.90,$16.88,$18.64,$20.00,$15.00,$16.35,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$16.65,$16.01,$12.69,$16.65,$7.25,$12.05,$7.25,$7.25,$16.30,$7.25,$17.66,$12.00,$12.00,$17.82,$12.20,$7.25,$16.90,$7.25,$15.00,$7.25,$13.10,$7.25,$7.25,$7.25,$14.12,$15.97,$18.99,$7.25,$8.75,$7.25,
365.7,Jul-31,$7.25,$16.36,$7.25,$11.00,$16.70,$18.90,$16.88,$18.64,$20.45,$15.00,$16.35,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$16.65,$16.01,$12.69,$16.65,$7.25,$12.05,$7.25,$7.25,$16.30,$7.25,$17.66,$12.00,$12.00,$17.82,$12.20,$7.25,$17.30,$7.25,$15.00,$7.25,$13.10,$7.25,$7.25,$7.25,$14.12,$15.97,$18.99,$7.25,$8.75,$7.25,
365.7,Aug-31,$7.25,$16.36,$7.25,$11.00,$16.70,$18.90,$16.88,$18.64,$20.45,$15.00,$16.35,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$16.65,$16.01,$12.69,$16.65,$7.25,$12.05,$7.25,$7.25,$16.30,$7.25,$17.66,$12.00,$12.00,$17.82,$12.20,$7.25,$17.30,$7.25,$15.00,$7.25,$13.10,$7.25,$7.25,$7.25,$14.12,$15.97,$18.99,$7.25,$8.75,$7.25,
365.7,Sep-31,$7.25,$16.36,$7.25,$11.00,$16.70,$18.90,$16.88,$18.64,$20.45,$15.00,$16.35,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$16.65,$16.01,$12.69,$16.65,$7.25,$12.05,$7.25,$7.25,$16.30,$7.25,$17.66,$12.00,$12.00,$17.82,$12.20,$7.25,$17.30,$7.25,$15.00,$7.25,$13.10,$7.25,$7.25,$7.25,$14.12,$15.97,$18.99,$7.25,$8.75,$7.25,
365.7,Oct-31,$7.25,$16.36,$7.25,$11.00,$16.70,$18.90,$16.88,$18.64,$20.45,$15.00,$16.35,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$16.65,$16.01,$12.69,$16.65,$7.25,$12.05,$7.25,$7.25,$16.30,$7.25,$17.66,$12.00,$12.00,$17.82,$12.20,$7.25,$17.30,$7.25,$15.00,$7.25,$13.10,$7.25,$7.25,$7.25,$14.12,$15.97,$18.99,$7.25,$8.75,$7.25,
365.7,Nov-31,$7.25,$16.36,$7.25,$11.00,$16.70,$18.90,$16.88,$18.64,$20.45,$15.00,$16.35,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$16.65,$16.01,$12.69,$16.65,$7.25,$12.05,$7.25,$7.25,$16.30,$7.25,$17.66,$12.00,$12.00,$17.82,$12.20,$7.25,$17.30,$7.25,$15.00,$7.25,$13.10,$7.25,$7.25,$7.25,$14.12,$15.97,$18.99,$7.25,$8.75,$7.25,
365.7,Dec-31,$7.25,$16.36,$7.25,$11.00,$16.70,$18.90,$16.88,$18.64,$20.45,$15.00,$16.35,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$16.65,$16.01,$12.69,$16.65,$7.25,$12.05,$7.25,$7.25,$16.30,$7.25,$17.66,$12.00,$12.00,$17.82,$12.20,$7.25,$17.30,$7.25,$15.00,$7.25,$13.10,$7.25,$7.25,$7.25,$14.12,$15.97,$18.99,$7.25,$8.75,$7.25,
374.0,Jan-32,$7.25,$16.73,$7.25,$11.00,$17.10,$19.30,$17.26,$19.06,$20.45,$15.00,$16.70,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$17.05,$16.01,$12.97,$17.05,$7.25,$12.30,$7.25,$7.25,$16.65,$7.25,$18.06,$12.00,$12.00,$18.23,$12.50,$7.25,$17.30,$7.25,$15.00,$7.25,$13.40,$7.25,$7.25,$7.25,$14.44,$16.33,$19.42,$7.25,$8.75,$7.25,
374.0,Feb-32,$7.25,$16.73,$7.25,$11.00,$17.10,$19.30,$17.26,$19.06,$20.45,$15.00,$16.70,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$17.05,$16.38,$12.97,$17.05,$7.25,$12.30,$7.25,$7.25,$16.30,$7.25,$18.06,$12.00,$12.00,$18.23,$12.50,$7.25,$17.30,$7.25,$15.00,$7.25,$13.40,$7.25,$7.25,$7.25,$14.44,$16.33,$19.42,$7.25,$8.75,$7.25,
374.0,Mar-32,$7.25,$16.73,$7.25,$11.00,$17.10,$19.30,$17.26,$19.06,$20.45,$15.00,$16.70,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$17.05,$16.38,$12.97,$17.05,$7.25,$12.30,$7.25,$7.25,$16.30,$7.25,$18.06,$12.00,$12.00,$18.23,$12.50,$7.25,$17.30,$7.25,$15.00,$7.25,$13.40,$7.25,$7.25,$7.25,$14.44,$16.33,$19.42,$7.25,$8.75,$7.25,
374.0,Apr-32,$7.25,$16.73,$7.25,$11.00,$17.10,$19.30,$17.26,$19.06,$20.45,$15.00,$16.70,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$17.05,$16.38,$12.97,$17.05,$7.25,$12.30,$7.25,$7.25,$16.30,$7.25,$18.06,$12.00,$12.00,$18.23,$12.50,$7.25,$17.30,$7.25,$15.00,$7.25,$13.40,$7.25,$7.25,$7.25,$14.44,$16.33,$19.42,$7.25,$8.75,$7.25,
374.0,May-32,$7.25,$16.73,$7.25,$11.00,$17.10,$19.30,$17.26,$19.06,$20.45,$15.00,$16.70,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$17.05,$16.38,$12.97,$17.05,$7.25,$12.30,$7.25,$7.25,$16.30,$7.25,$18.06,$12.00,$12.00,$18.23,$12.50,$7.25,$17.30,$7.25,$15.00,$7.25,$13.40,$7.25,$7.25,$7.25,$14.44,$16.33,$19.42,$7.25,$8.75,$7.25,
374.0,Jun-32,$7.25,$16.73,$7.25,$11.00,$17.10,$19.30,$17.26,$19.06,$20.45,$15.00,$16.70,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$17.05,$16.38,$12.97,$17.05,$7.25,$12.30,$7.25,$7.25,$16.30,$7.25,$18.06,$12.00,$12.00,$18.23,$12.50,$7.25,$17.30,$7.25,$15.00,$7.25,$13.40,$7.25,$7.25,$7.25,$14.44,$16.33,$19.42,$7.25,$8.75,$7.25,
374.0,Jul-32,$7.25,$16.73,$7.25,$11.00,$17.10,$19.30,$17.26,$19.06,$20.90,$15.00,$16.70,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$17.05,$16.38,$12.97,$17.05,$7.25,$12.30,$7.25,$7.25,$16.30,$7.25,$18.06,$12.00,$12.00,$18.23,$12.50,$7.25,$17.70,$7.25,$15.00,$7.25,$13.40,$7.25,$7.25,$7.25,$14.44,$16.33,$19.42,$7.25,$8.75,$7.25,
374.0,Aug-32,$7.25,$16.73,$7.25,$11.00,$17.10,$19.30,$17.26,$19.06,$20.90,$15.00,$16.70,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$17.05,$16.38,$12.97,$17.05,$7.25,$12.30,$7.25,$7.25,$16.30,$7.25,$18.06,$12.00,$12.00,$18.23,$12.50,$7.25,$17.70,$7.25,$15.00,$7.25,$13.40,$7.25,$7.25,$7.25,$14.44,$16.33,$19.42,$7.25,$8.75,$7.25,
374.0,Sep-32,$7.25,$16.73,$7.25,$11.00,$17.10,$19.30,$17.26,$19.06,$20.90,$15.00,$16.70,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$17.05,$16.38,$12.97,$17.05,$7.25,$12.30,$7.25,$7.25,$16.30,$7.25,$18.06,$12.00,$12.00,$18.23,$12.50,$7.25,$17.70,$7.25,$15.00,$7.25,$13.40,$7.25,$7.25,$7.25,$14.44,$16.33,$19.42,$7.25,$8.75,$7.25,
374.0,Oct-32,$7.25,$16.73,$7.25,$11.00,$17.10,$19.30,$17.26,$19.06,$20.90,$15.00,$16.70,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$17.05,$16.38,$12.97,$17.05,$7.25,$12.30,$7.25,$7.25,$16.30,$7.25,$18.06,$12.00,$12.00,$18.23,$12.50,$7.25,$17.70,$7.25,$15.00,$7.25,$13.40,$7.25,$7.25,$7.25,$14.44,$16.33,$19.42,$7.25,$8.75,$7.25,
374.0,Nov-32,$7.25,$16.73,$7.25,$11.00,$17.10,$19.30,$17.26,$19.06,$20.90,$15.00,$16.70,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$17.05,$16.38,$12.97,$17.05,$7.25,$12.30,$7.25,$7.25,$16.30,$7.25,$18.06,$12.00,$12.00,$18.23,$12.50,$7.25,$17.70,$7.25,$15.00,$7.25,$13.40,$7.25,$7.25,$7.25,$14.44,$16.33,$19.42,$7.25,$8.75,$7.25,
374.0,Dec-32,$7.25,$16.73,$7.25,$11.00,$17.10,$19.30,$17.26,$19.06,$20.90,$15.00,$16.70,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$17.05,$16.38,$12.97,$17.05,$7.25,$12.30,$7.25,$7.25,$16.30,$7.25,$18.06,$12.00,$12.00,$18.23,$12.50,$7.25,$17.70,$7.25,$15.00,$7.25,$13.40,$7.25,$7.25,$7.25,$14.44,$16.33,$19.42,$7.25,$8.75,$7.25,
