CPI Value,Notes,US,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,
313.7,Jul-24,$7.25,$11.73,$7.25,$11.00,$14.35,$16.00,$14.42,$15.69,$17.50,$13.25,$12.00,$7.25,$14.00,$7.25,$7.25,$14.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$14.15,$10.33,$10.85,$12.30,$7.25,$10.30,$7.25,$7.25,$12.00,$7.25,$15.13,$12.00,$12.00,$15.00,$10.45,$7.25,$14.70,$7.25,$14.00,$7.25,$11.20,$7.25,$7.25,$7.25,$12.00,$13.67,$16.28,$7.25,$8.75,$7.25,
313.7,Aug-24,$7.25,$11.73,$7.25,$11.00,$14.35,$16.00,$14.42,$15.69,$17.50,$13.25,$12.00,$7.25,$14.00,$7.25,$7.25,$14.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$14.15,$10.33,$10.85,$12.30,$7.25,$10.30,$7.25,$7.25,$12.00,$7.25,$15.13,$12.00,$12.00,$15.00,$10.45,$7.25,$14.70,$7.25,$14.00,$7.25,$11.20,$7.25,$7.25,$7.25,$12.00,$13.67,$16.28,$7.25,$8.75,$7.25,
313.7,Sep-24,$7.25,$11.73,$7.25,$11.00,$14.35,$16.00,$14.42,$15.69,$17.50,$13.25,$12.00,$7.25,$14.00,$7.25,$7.25,$14.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$14.15,$10.33,$10.85,$12.30,$7.25,$10.30,$7.25,$7.25,$12.00,$7.25,$15.13,$12.00,$12.00,$15.00,$10.45,$7.25,$14.70,$7.25,$14.00,$7.25,$11.20,$7.25,$7.25,$7.25,$12.00,$13.67,$16.28,$7.25,$8.75,$7.25,
313.7,Oct-24,$7.25,$11.73,$7.25,$11.00,$14.35,$16.00,$14.42,$15.69,$17.50,$13.25,$13.00,$7.25,$14.00,$7.25,$7.25,$14.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$14.15,$10.33,$10.85,$12.30,$7.25,$10.30,$7.25,$7.25,$12.00,$7.25,$15.13,$12.00,$12.00,$15.00,$10.45,$7.25,$14.70,$7.25,$14.00,$7.25,$11.20,$7.25,$7.25,$7.25,$12.00,$13.67,$16.28,$7.25,$8.75,$7.25,
313.7,Nov-24,$7.25,$11.73,$7.25,$11.00,$14.35,$16.00,$14.42,$15.69,$17.50,$13.25,$13.00,$7.25,$14.00,$7.25,$7.25,$14.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$14.15,$10.33,$10.85,$12.30,$7.25,$10.30,$7.25,$7.25,$12.00,$7.25,$15.13,$12.00,$12.00,$15.00,$10.45,$7.25,$14.70,$7.25,$14.00,$7.25,$11.20,$7.25,$7.25,$7.25,$12.00,$13.67,$16.28,$7.25,$8.75,$7.25,
313.7,Dec-24,$7.25,$11.73,$7.25,$11.00,$14.35,$16.00,$14.42,$15.69,$17.50,$13.25,$13.00,$7.25,$14.00,$7.25,$7.25,$14.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$14.15,$10.33,$10.85,$12.30,$7.25,$10.30,$7.25,$7.25,$12.00,$7.25,$15.13,$12.00,$12.00,$15.00,$10.45,$7.25,$14.70,$7.25,$14.00,$7.25,$11.20,$7.25,$7.25,$7.25,$12.00,$13.67,$16.28,$7.25,$8.75,$7.25,
321.0,Jan-25,$7.25,$11.91,$7.25,$11.00,$14.70,$16.50,$14.81,$16.35,$17.50,$15.00,$13.00,$7.25,$14.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$14.65,$10.56,$11.13,$13.75,$7.25,$10.55,$7.25,$7.25,$13.50,$7.25,$15.49,$12.00,$12.00,$15.50,$10.70,$7.25,$14.70,$7.25,$15.00,$7.25,$11.50,$7.25,$7.25,$7.25,$12.41,$14.01,$16.66,$7.25,$8.75,$7.25,
321.0,Feb-25,$7.25,$11.91,$7.25,$11.00,$14.70,$16.50,$14.81,$16.35,$17.50,$15.00,$13.00,$7.25,$14.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$14.65,$10.56,$11.13,$13.75,$7.25,$10.55,$7.25,$7.25,$13.50,$7.25,$15.49,$12.00,$12.00,$15.50,$10.70,$7.25,$14.70,$7.25,$15.00,$7.25,$11.50,$7.25,$7.25,$7.25,$12.41,$14.01,$16.66,$7.25,$8.75,$7.25,
321.0,Mar-25,$7.25,$11.91,$7.25,$11.00,$14.70,$16.50,$14.81,$16.35,$17.50,$15.00,$13.00,$7.25,$14.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$14.65,$12.48,$11.13,$13.75,$7.25,$10.55,$7.25,$7.25,$13.50,$7.25,$15.49,$12.00,$12.00,$15.50,$10.70,$7.25,$14.70,$7.25,$15.00,$7.25,$11.50,$7.25,$7.25,$7.25,$12.41,$14.01,$16.66,$7.25,$8.75,$7.25,
321.0,Apr-25,$7.25,$11.91,$7.25,$11.00,$14.70,$16.50,$14.81,$16.35,$17.50,$15.00,$13.00,$7.25,$14.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$14.65,$12.48,$11.13,$13.75,$7.25,$10.55,$7.25,$7.25,$13.50,$7.25,$15.49,$12.00,$12.00,$15.50,$10.70,$7.25,$14.70,$7.25,$15.00,$7.25,$11.50,$7.25,$7.25,$7.25,$12.41,$14.01,$16.66,$7.25,$8.75,$7.25,
321.0,May-25,$7.25,$11.91,$7.25,$11.00,$14.70,$16.50,$14.81,$16.35,$17.50,$15.00,$13.00,$7.25,$14.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$14.65,$12.48,$11.13,$13.75,$7.25,$10.55,$7.25,$7.25,$13.50,$7.25,$15.49,$12.00,$12.00,$15.50,$10.70,$7.25,$14.70,$7.25,$15.00,$7.25,$11.50,$7.25,$7.25,$7.25,$12.41,$14.01,$16.66,$7.25,$8.75,$7.25,
321.0,Jun-25,$7.25,$11.91,$7.25,$11.00,$14.70,$16.50,$14.81,$16.35,$17.50,$15.00,$13.00,$7.25,$14.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$14.65,$12.48,$11.13,$13.75,$7.25,$10.55,$7.25,$7.25,$13.50,$7.25,$15.49,$12.00,$12.00,$15.50,$10.70,$7.25,$14.70,$7.25,$15.00,$7.25,$11.50,$7.25,$7.25,$7.25,$12.41,$14.01,$16.66,$7.25,$8.75,$7.25,
321.0,Jul-25,$7.25,$13.00,$7.25,$11.00,$14.70,$16.50,$14.81,$16.35,$17.90,$15.00,$13.00,$7.25,$14.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$14.65,$12.48,$11.13,$13.75,$7.25,$10.55,$7.25,$7.25,$13.50,$7.25,$15.49,$12.00,$12.00,$15.50,$10.70,$7.25,$15.15,$7.25,$15.00,$7.25,$11.50,$7.25,$7.25,$7.25,$12.41,$14.01,$16.66,$7.25,$8.75,$7.25,
321.0,Aug-25,$7.25,$13.00,$7.25,$11.00,$14.70,$16.50,$14.81,$16.35,$17.90,$15.00,$13.00,$7.25,$14.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$14.65,$12.48,$11.13,$13.75,$7.25,$10.55,$7.25,$7.25,$13.50,$7.25,$15.49,$12.00,$12.00,$15.50,$10.70,$7.25,$15.15,$7.25,$15.00,$7.25,$11.50,$7.25,$7.25,$7.25,$12.41,$14.01,$16.66,$7.25,$8.75,$7.25,
321.0,Sep-25,$7.25,$13.00,$7.25,$11.00,$14.70,$16.50,$14.81,$16.35,$17.90,$15.00,$13.00,$7.25,$14.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$14.65,$12.48,$11.13,$13.75,$7.25,$10.55,$7.25,$7.25,$13.50,$7.25,$15.49,$12.00,$12.00,$15.50,$10.70,$7.25,$15.15,$7.25,$15.00,$7.25,$11.50,$7.25,$7.25,$7.25,$12.41,$14.01,$16.66,$7.25,$8.75,$7.25,
321.0,Oct-25,$7.25,$13.00,$7.25,$11.00,$14.70,$16.50,$14.81,$16.35,$17.90,$15.00,$14.00,$7.25,$14.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$14.65,$12.48,$11.13,$13.75,$7.25,$10.55,$7.25,$7.25,$13.50,$7.25,$15.49,$12.00,$12.00,$15.50,$10.70,$7.25,$15.15,$7.25,$15.00,$7.25,$11.50,$7.25,$7.25,$7.25,$12.41,$14.01,$16.66,$7.25,$8.75,$7.25,
321.0,Nov-25,$7.25,$13.00,$7.25,$11.00,$14.70,$16.50,$14.81,$16.35,$17.90,$15.00,$14.00,$7.25,$14.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$14.65,$12.48,$11.13,$13.75,$7.25,$10.55,$7.25,$7.25,$13.50,$7.25,$15.49,$12.00,$12.00,$15.50,$10.70,$7.25,$15.15,$7.25,$15.00,$7.25,$11.50,$7.25,$7.25,$7.25,$12.41,$14.01,$16.66,$7.25,$8.75,$7.25,
321.0,Dec-25,$7.25,$13.00,$7.25,$11.00,$14.70,$16.50,$14.81,$16.35,$17.90,$15.00,$14.00,$7.25,$14.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$14.65,$12.48,$11.13,$13.75,$7.25,$10.55,$7.25,$7.25,$13.50,$7.25,$15.49,$12.00,$12.00,$15.50,$10.70,$7.25,$15.15,$7.25,$15.00,$7.25,$11.50,$7.25,$7.25,$7.25,$12.41,$14.01,$16.66,$7.25,$8.75,$7.25,
327.9,Jan-26,$7.25,$13.00,$7.25,$11.00,$15.05,$16.90,$15.15,$16.73,$17.90,$15.00,$14.00,$7.25,$16.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.00,$12.48,$11.39,$15.00,$7.25,$10.80,$7.25,$7.25,$15.00,$7.25,$15.85,$12.00,$12.00,$16.00,$10.95,$7.25,$15.15,$7.25,$15.00,$7.25,$11.75,$7.25,$7.25,$7.25,$12.67,$14.34,$17.05,$7.25,$8.75,$7.25,
327.9,Feb-26,$7.25,$13.00,$7.25,$11.00,$15.05,$16.90,$15.15,$16.73,$17.90,$15.00,$14.00,$7.25,$16.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.00,$12.48,$11.39,$15.00,$7.25,$10.80,$7.25,$7.25,$15.00,$7.25,$15.85,$12.00,$12.00,$16.00,$10.95,$7.25,$15.15,$7.25,$15.00,$7.25,$11.75,$7.25,$7.25,$7.25,$12.67,$14.34,$17.05,$7.25,$8.75,$7.25,
327.9,Mar-26,$7.25,$13.00,$7.25,$11.00,$15.05,$16.90,$15.15,$16.73,$17.90,$15.00,$14.00,$7.25,$16.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.00,$13.29,$11.39,$15.00,$7.25,$10.80,$7.25,$7.25,$15.00,$7.25,$15.85,$12.00,$12.00,$16.00,$10.95,$7.25,$15.15,$7.25,$15.00,$7.25,$11.75,$7.25,$7.25,$7.25,$12.67,$14.34,$17.05,$7.25,$8.75,$7.25,
327.9,Apr-26,$7.25,$13.00,$7.25,$11.00,$15.05,$16.90,$15.15,$16.73,$17.90,$15.00,$14.00,$7.25,$16.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.00,$13.29,$11.39,$15.00,$7.25,$10.80,$7.25,$7.25,$15.00,$7.25,$15.85,$12.00,$12.00,$16.00,$10.95,$7.25,$15.15,$7.25,$15.00,$7.25,$11.75,$7.25,$7.25,$7.25,$12.67,$14.34,$17.05,$7.25,$8.75,$7.25,
327.9,May-26,$7.25,$13.00,$7.25,$11.00,$15.05,$16.90,$15.15,$16.73,$17.90,$15.00,$14.00,$7.25,$16.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.00,$13.29,$11.39,$15.00,$7.25,$10.80,$7.25,$7.25,$15.00,$7.25,$15.85,$12.00,$12.00,$16.00,$10.95,$7.25,$15.15,$7.25,$15.00,$7.25,$11.75,$7.25,$7.25,$7.25,$12.67,$14.34,$17.05,$7.25,$8.75,$7.25,
327.9,Jun-26,$7.25,$13.00,$7.25,$11.00,$15.05,$16.90,$15.15,$16.73,$17.90,$15.00,$14.00,$7.25,$16.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.00,$13.29,$11.39,$15.00,$7.25,$10.80,$7.25,$7.25,$15.00,$7.25,$15.85,$12.00,$12.00,$16.00,$10.95,$7.25,$15.15,$7.25,$15.00,$7.25,$11.75,$7.25,$7.25,$7.25,$12.67,$14.34,$17.05,$7.25,$8.75,$7.25,
327.9,Jul-26,$7.25,$14.00,$7.25,$11.00,$15.05,$16.90,$15.15,$16.73,$18.30,$15.00,$14.00,$7.25,$16.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.00,$13.29,$11.39,$15.00,$7.25,$10.80,$7.25,$7.25,$15.00,$7.25,$15.85,$12.00,$12.00,$16.00,$10.95,$7.25,$15.50,$7.25,$15.00,$7.25,$11.75,$7.25,$7.25,$7.25,$12.67,$14.34,$17.05,$7.25,$8.75,$7.25,
327.9,Aug-26,$7.25,$14.00,$7.25,$11.00,$15.05,$16.90,$15.15,$16.73,$18.30,$15.00,$14.00,$7.25,$16.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.00,$13.29,$11.39,$15.00,$7.25,$10.80,$7.25,$7.25,$15.00,$7.25,$15.85,$12.00,$12.00,$16.00,$10.95,$7.25,$15.50,$7.25,$15.00,$7.25,$11.75,$7.25,$7.25,$7.25,$12.67,$14.34,$17.05,$7.25,$8.75,$7.25,
327.9,Sep-26,$7.25,$14.00,$7.25,$11.00,$15.05,$16.90,$15.15,$16.73,$18.30,$15.00,$14.00,$7.25,$16.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.00,$13.29,$11.39,$15.00,$7.25,$10.80,$7.25,$7.25,$15.00,$7.25,$15.85,$12.00,$12.00,$16.00,$10.95,$7.25,$15.50,$7.25,$15.00,$7.25,$11.75,$7.25,$7.25,$7.25,$12.67,$14.34,$17.05,$7.25,$8.75,$7.25,
327.9,Oct-26,$7.25,$14.00,$7.25,$11.00,$15.05,$16.90,$15.15,$16.73,$18.30,$15.00,$15.00,$7.25,$16.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.00,$13.29,$11.39,$15.00,$7.25,$10.80,$7.25,$7.25,$15.00,$7.25,$15.85,$12.00,$12.00,$16.00,$10.95,$7.25,$15.50,$7.25,$15.00,$7.25,$11.75,$7.25,$7.25,$7.25,$12.67,$14.34,$17.05,$7.25,$8.75,$7.25,
327.9,Nov-26,$7.25,$14.00,$7.25,$11.00,$15.05,$16.90,$15.15,$16.73,$18.30,$15.00,$15.00,$7.25,$16.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.00,$13.29,$11.39,$15.00,$7.25,$10.80,$7.25,$7.25,$15.00,$7.25,$15.85,$12.00,$12.00,$16.00,$10.95,$7.25,$15.50,$7.25,$15.00,$7.25,$11.75,$7.25,$7.25,$7.25,$12.67,$14.34,$17.05,$7.25,$8.75,$7.25,
327.9,Dec-26,$7.25,$14.00,$7.25,$11.00,$15.05,$16.90,$15.15,$16.73,$18.30,$15.00,$15.00,$7.25,$16.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.00,$13.29,$11.39,$15.00,$7.25,$10.80,$7.25,$7.25,$15.00,$7.25,$15.85,$12.00,$12.00,$16.00,$10.95,$7.25,$15.50,$7.25,$15.00,$7.25,$11.75,$7.25,$7.25,$7.25,$12.67,$14.34,$17.05,$7.25,$8.75,$7.25,
334.6,Jan-27,$7.25,$14.00,$7.25,$11.00,$15.35,$17.30,$15.48,$17.09,$18.30,$15.00,$15.01,$7.25,$16.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.30,$13.29,$11.63,$15.30,$7.25,$11.05,$7.25,$7.25,$15.30,$7.25,$16.19,$12.00,$12.00,$16.34,$11.20,$7.25,$15.50,$7.25,$15.00,$7.25,$12.00,$7.25,$7.25,$7.25,$12.95,$14.64,$17.41,$7.25,$8.75,$7.25,
334.6,Feb-27,$7.25,$14.00,$7.25,$11.00,$15.35,$17.30,$15.48,$17.09,$18.30,$15.00,$15.01,$7.25,$16.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.30,$13.29,$11.63,$15.30,$7.25,$11.05,$7.25,$7.25,$15.30,$7.25,$16.19,$12.00,$12.00,$16.34,$11.20,$7.25,$15.50,$7.25,$15.00,$7.25,$12.00,$7.25,$7.25,$7.25,$12.95,$14.64,$17.41,$7.25,$8.75,$7.25,
334.6,Mar-27,$7.25,$14.00,$7.25,$11.00,$15.35,$17.30,$15.48,$17.09,$18.30,$15.00,$15.01,$7.25,$16.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.30,$14.16,$11.63,$15.30,$7.25,$11.05,$7.25,$7.25,$15.30,$7.25,$16.19,$12.00,$12.00,$16.34,$11.20,$7.25,$15.50,$7.25,$15.00,$7.25,$12.00,$7.25,$7.25,$7.25,$12.95,$14.64,$17.41,$7.25,$8.75,$7.25,
334.6,Apr-27,$7.25,$14.00,$7.25,$11.00,$15.35,$17.30,$15.48,$17.09,$18.30,$15.00,$15.01,$7.25,$16.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.30,$14.16,$11.63,$15.30,$7.25,$11.05,$7.25,$7.25,$15.30,$7.25,$16.19,$12.00,$12.00,$16.34,$11.20,$7.25,$15.50,$7.25,$15.00,$7.25,$12.00,$7.25,$7.25,$7.25,$12.95,$14.64,$17.41,$7.25,$8.75,$7.25,
334.6,May-27,$7.25,$14.00,$7.25,$11.00,$15.35,$17.30,$15.48,$17.09,$18.30,$15.00,$15.01,$7.25,$16.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.30,$14.16,$11.63,$15.30,$7.25,$11.05,$7.25,$7.25,$15.30,$7.25,$16.19,$12.00,$12.00,$16.34,$11.20,$7.25,$15.50,$7.25,$15.00,$7.25,$12.00,$7.25,$7.25,$7.25,$12.95,$14.64,$17.41,$7.25,$8.75,$7.25,
334.6,Jun-27,$7.25,$14.00,$7.25,$11.00,$15.35,$17.30,$15.48,$17.09,$18.30,$15.00,$15.01,$7.25,$16.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.30,$14.16,$11.63,$15.30,$7.25,$11.05,$7.25,$7.25,$15.30,$7.25,$16.19,$12.00,$12.00,$16.34,$11.20,$7.25,$15.50,$7.25,$15.00,$7.25,$12.00,$7.25,$7.25,$7.25,$12.95,$14.64,$17.41,$7.25,$8.75,$7.25,
334.6,Jul-27,$7.25,$15.00,$7.25,$11.00,$15.35,$17.30,$15.48,$17.09,$18.70,$15.00,$15.01,$7.25,$16.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.30,$14.16,$11.63,$15.30,$7.25,$11.05,$7.25,$7.25,$15.30,$7.25,$16.19,$12.00,$12.00,$16.34,$11.20,$7.25,$15.85,$7.25,$15.00,$7.25,$12.00,$7.25,$7.25,$7.25,$12.95,$14.64,$17.41,$7.25,$8.75,$7.25,
334.6,Aug-27,$7.25,$15.00,$7.25,$11.00,$15.35,$17.30,$15.48,$17.09,$18.70,$15.00,$15.01,$7.25,$16.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.30,$14.16,$11.63,$15.30,$7.25,$11.05,$7.25,$7.25,$15.30,$7.25,$16.19,$12.00,$12.00,$16.34,$11.20,$7.25,$15.85,$7.25,$15.00,$7.25,$12.00,$7.25,$7.25,$7.25,$12.95,$14.64,$17.41,$7.25,$8.75,$7.25,
334.6,Sep-27,$7.25,$15.00,$7.25,$11.00,$15.35,$17.30,$15.48,$17.09,$18.70,$15.00,$15.01,$7.25,$16.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.30,$14.16,$11.63,$15.30,$7.25,$11.05,$7.25,$7.25,$15.30,$7.25,$16.19,$12.00,$12.00,$16.34,$11.20,$7.25,$15.85,$7.25,$15.00,$7.25,$12.00,$7.25,$7.25,$7.25,$12.95,$14.64,$17.41,$7.25,$8.75,$7.25,
334.6,Oct-27,$7.25,$15.00,$7.25,$11.00,$15.35,$17.30,$15.48,$17.09,$18.70,$15.00,$15.01,$7.25,$16.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.30,$14.16,$11.63,$15.30,$7.25,$11.05,$7.25,$7.25,$15.30,$7.25,$16.19,$12.00,$12.00,$16.34,$11.20,$7.25,$15.85,$7.25,$15.00,$7.25,$12.00,$7.25,$7.25,$7.25,$12.95,$14.64,$17.41,$7.25,$8.75,$7.25,
334.6,Nov-27,$7.25,$15.00,$7.25,$11.00,$15.35,$17.30,$15.48,$17.09,$18.70,$15.00,$15.01,$7.25,$16.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.30,$14.16,$11.63,$15.30,$7.25,$11.05,$7.25,$7.25,$15.30,$7.25,$16.19,$12.00,$12.00,$16.34,$11.20,$7.25,$15.85,$7.25,$15.00,$7.25,$12.00,$7.25,$7.25,$7.25,$12.95,$14.64,$17.41,$7.25,$8.75,$7.25,
334.6,Dec-27,$7.25,$15.00,$7.25,$11.00,$15.35,$17.30,$15.48,$17.09,$18.70,$15.00,$15.01,$7.25,$16.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.30,$14.16,$11.63,$15.30,$7.25,$11.05,$7.25,$7.25,$15.30,$7.25,$16.19,$12.00,$12.00,$16.34,$11.20,$7.25,$15.85,$7.25,$15.00,$7.25,$12.00,$7.25,$7.25,$7.25,$12.95,$14.64,$17.41,$7.25,$8.75,$7.25,
341.9,Jan-28,$7.25,$15.31,$7.25,$11.00,$15.65,$17.70,$15.80,$17.44,$18.70,$15.00,$15.30,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.60,$14.16,$11.87,$15.60,$7.25,$11.30,$7.25,$7.25,$15.60,$7.25,$16.52,$12.00,$12.00,$16.68,$11.45,$7.25,$15.85,$7.25,$15.00,$7.25,$12.25,$7.25,$7.25,$7.25,$13.21,$14.94,$17.77,$7.25,$8.75,$7.25,
341.9,Feb-28,$7.25,$15.31,$7.25,$11.00,$15.65,$17.70,$15.80,$17.44,$18.70,$15.00,$15.30,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.60,$14.16,$11.87,$15.60,$7.25,$11.30,$7.25,$7.25,$15.60,$7.25,$16.52,$12.00,$12.00,$16.68,$11.45,$7.25,$15.85,$7.25,$15.00,$7.25,$12.25,$7.25,$7.25,$7.25,$13.21,$14.94,$17.77,$7.25,$8.75,$7.25,
341.9,Mar-28,$7.25,$15.31,$7.25,$11.00,$15.65,$17.70,$15.80,$17.44,$18.70,$15.00,$15.30,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.60,$14.97,$11.87,$15.60,$7.25,$11.30,$7.25,$7.25,$15.60,$7.25,$16.52,$12.00,$12.00,$16.68,$11.45,$7.25,$15.85,$7.25,$15.00,$7.25,$12.25,$7.25,$7.25,$7.25,$13.21,$14.94,$17.77,$7.25,$8.75,$7.25,
341.9,Apr-28,$7.25,$15.31,$7.25,$11.00,$15.65,$17.70,$15.80,$17.44,$18.70,$15.00,$15.30,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.60,$14.97,$11.87,$15.60,$7.25,$11.30,$7.25,$7.25,$15.60,$7.25,$16.52,$12.00,$12.00,$16.68,$11.45,$7.25,$15.85,$7.25,$15.00,$7.25,$12.25,$7.25,$7.25,$7.25,$13.21,$14.94,$17.77,$7.25,$8.75,$7.25,
341.9,May-28,$7.25,$15.31,$7.25,$11.00,$15.65,$17.70,$15.80,$17.44,$18.70,$15.00,$15.30,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.60,$14.97,$11.87,$15.60,$7.25,$11.30,$7.25,$7.25,$15.60,$7.25,$16.52,$12.00,$12.00,$16.68,$11.45,$7.25,$15.85,$7.25,$15.00,$7.25,$12.25,$7.25,$7.25,$7.25,$13.21,$14.94,$17.77,$7.25,$8.75,$7.25,
341.9,Jun-28,$7.25,$15.31,$7.25,$11.00,$15.65,$17.70,$15.80,$17.44,$18.70,$15.00,$15.30,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.60,$14.97,$11.87,$15.60,$7.25,$11.30,$7.25,$7.25,$15.60,$7.25,$16.52,$12.00,$12.00,$16.68,$11.45,$7.25,$15.85,$7.25,$15.00,$7.25,$12.25,$7.25,$7.25,$7.25,$13.21,$14.94,$17.77,$7.25,$8.75,$7.25,
341.9,Jul-28,$7.25,$15.31,$7.25,$11.00,$15.65,$17.70,$15.80,$17.44,$19.10,$15.00,$15.30,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.60,$14.97,$11.87,$15.60,$7.25,$11.30,$7.25,$7.25,$15.60,$7.25,$16.52,$12.00,$12.00,$16.68,$11.45,$7.25,$16.20,$7.25,$15.00,$7.25,$12.25,$7.25,$7.25,$7.25,$13.21,$14.94,$17.77,$7.25,$8.75,$7.25,
341.9,Aug-28,$7.25,$15.31,$7.25,$11.00,$15.65,$17.70,$15.80,$17.44,$19.10,$15.00,$15.30,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.60,$14.97,$11.87,$15.60,$7.25,$11.30,$7.25,$7.25,$15.60,$7.25,$16.52,$12.00,$12.00,$16.68,$11.45,$7.25,$16.20,$7.25,$15.00,$7.25,$12.25,$7.25,$7.25,$7.25,$13.21,$14.94,$17.77,$7.25,$8.75,$7.25,
341.9,Sep-28,$7.25,$15.31,$7.25,$11.00,$15.65,$17.70,$15.80,$17.44,$19.10,$15.00,$15.30,$7.25,$18.00,$7.25,$7.25,$15.00,$7.25,$7.25,$7.25,$7.25,$15.00,$15.00,$15.60,$14.97,$11.87,$15.60,$7.25,$11.30,$7.25,$7.25,$15.60,$7.25,$16.52,$12.00,$12.00,$16.68,$11.45,$7.25,$16.20,$7.25,$15.00,$7.25,$12.25,$7.25,$7.25,$7.25,$13.21,$14.94,$17.77,$7.25,$8.75,$7.25,
